Name,CreatedBy,CreatedOn,TypeName,Space,Description,ExtSystem,ExtObject,ExtIdentifier,SerialNumber,InstallationDate,WarrantyStartDate,TagNumber,BarCode,AssetIdentifier,Area,Length,,
387_860697,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture SDB,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2219,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
388_860698,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture SD,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d221a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
389_860699,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture SDB,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d221b,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
390_860700,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture SD,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d221c,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
391_860701,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture LV,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d221d,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
392_860703,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture LV,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d221f,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
393_860704,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture Q4B,1B21,M_Pendant Light - Linear - 2 Lamp: Q4B -- 1200mm - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2220,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
394_860706,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture Q4B,1B21,M_Pendant Light - Linear - 2 Lamp: Q4B -- 1200mm - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2222,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
395_860707,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture Q4B,1B23,M_Pendant Light - Linear - 2 Lamp: Q4B -- 1200mm - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2223,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
396_860709,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture Q4B,1B23,M_Pendant Light - Linear - 2 Lamp: Q4B -- 1200mm - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2225,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
LV_860710,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture LV,1DC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2226,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
397_860712,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture LV,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2228,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
398_860714,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture LV,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d222a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
399_860716,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture LV,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d222c,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
400_860718,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture LV,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d222e,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
401_860720,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture LV,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2230,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
402_860722,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture LV,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2232,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
403_860724,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture LV,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2234,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
404_860725,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture LV,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2235,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
405_860726,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture LV,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2236,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
406_860728,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture LV,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2238,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
407_860729,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture LV,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2239,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
T1_860732,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture T1,1AC1,M_Sconce Light - Sphere: T1 -- 100W - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d223c,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
408_860733,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture T1,1AC1,M_Sconce Light - Sphere: T1 -- 100W - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d223d,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
409_860734,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture T1,1AC1,M_Sconce Light - Sphere: T1 -- 100W - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d223e,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
410_860736,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture T1,1AC1,M_Sconce Light - Sphere: T1 -- 100W - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2240,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
411_860738,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture LV,1AC1,M_Downlight - Recessed Can: LV -- 203mm Incandescent - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2242,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
412_860740,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2A01,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2244,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
413_860742,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2A01,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2246,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
414_860743,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2A01,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2247,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
415_860744,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2A01,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2248,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
416_860745,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2A01,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2249,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
417_860746,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2A01,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d224a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
418_860747,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2AC4,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d224b,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
419_860748,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2AC4,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d224c,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
420_860749,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2AC4,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d224d,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
421_860750,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2AC3,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d224e,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
422_860751,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2AC3,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d224f,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
423_860752,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2AC3,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2250,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
424_860753,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2AC3,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2251,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
425_860754,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2CC2,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2252,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
426_860755,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2CC2,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2253,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
427_860756,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2CC2,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2254,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
428_860757,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2CC3,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2255,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
429_860758,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2CC3,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2256,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
430_860759,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2CC3,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2257,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
431_860760,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2CC4,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2258,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
432_860761,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2CC5,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2259,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
433_860762,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2CC5,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d225a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
434_860763,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2CC1,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d225b,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
435_860764,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2CC1,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d225c,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
436_860765,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2CC1,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d225d,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
437_860766,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2DC2,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d225e,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
438_860767,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2DC2,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d225f,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
439_860768,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2DC2,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2260,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
440_860769,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2DC2,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2261,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
441_860770,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2DC2,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2262,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
442_860771,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2DC2,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2263,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
443_860772,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2DC2,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2264,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
444_860773,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2DC1,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2265,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
445_860774,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2DC1,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2266,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
446_860775,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2DC1,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2267,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
447_860776,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2DC1,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2268,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
448_860777,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2BC2,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d2269,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
449_860778,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2BC2,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d226a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
450_860779,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2BC2,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d226b,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
451_860780,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2BC2,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d226c,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
452_860781,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2BC3,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d226d,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
453_860782,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2BC3,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d226e,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
454_860783,bill.east@us.army.mil,2013-12-30T08:57:58,Light Fixture B3,2BC3,M_Troffer Light - Parabolic Square: B3 -- 0600x0600mm(2 Lamp) - 120V,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilyInstance,4ec17585-c36e-4cc3-8301-61df48a06d7e-000d226f,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
