Name,CreatedBy,CreatedOn,Category,SpaceNames,ExtSystem,ExtObject,ExtIdentifier,Description,,,,,,,,,,
Mental Health,danielle.r.love@usace.army.mil,2014-01-03T06:06:07,Occupancy Zone,2B05,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,eba0129f-ad59-4062-9a23-ae11491bf48b,Mental Health Department,,,,,,,,,,
Mental Health,danielle.r.love@usace.army.mil,2014-01-03T06:06:07,Occupancy Zone,2B06,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,eba0129f-ad59-4062-9a23-ae11491bf48b,Mental Health Department,,,,,,,,,,
Mental Health,danielle.r.love@usace.army.mil,2014-01-03T06:06:07,Occupancy Zone,2B07,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,eba0129f-ad59-4062-9a23-ae11491bf48b,Mental Health Department,,,,,,,,,,
Mental Health,danielle.r.love@usace.army.mil,2014-01-03T06:06:07,Occupancy Zone,2B08,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,eba0129f-ad59-4062-9a23-ae11491bf48b,Mental Health Department,,,,,,,,,,
Mental Health,danielle.r.love@usace.army.mil,2014-01-03T06:06:07,Occupancy Zone,2B09,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,eba0129f-ad59-4062-9a23-ae11491bf48b,Mental Health Department,,,,,,,,,,
Mental Health,danielle.r.love@usace.army.mil,2014-01-03T06:06:07,Occupancy Zone,2B10,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,eba0129f-ad59-4062-9a23-ae11491bf48b,Mental Health Department,,,,,,,,,,
Mental Health,danielle.r.love@usace.army.mil,2014-01-03T06:06:07,Occupancy Zone,2B11,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,eba0129f-ad59-4062-9a23-ae11491bf48b,Mental Health Department,,,,,,,,,,
Optometry,danielle.r.love@usace.army.mil,2014-01-03T06:06:24,Occupancy Zone,1C01,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,ffec3fe7-1925-4ada-8d1b-6854b864da35,Optometry Department,,,,,,,,,,
Optometry,danielle.r.love@usace.army.mil,2014-01-03T06:06:24,Occupancy Zone,1C02,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,ffec3fe7-1925-4ada-8d1b-6854b864da35,Optometry Department,,,,,,,,,,
Optometry,danielle.r.love@usace.army.mil,2014-01-03T06:06:24,Occupancy Zone,1C04,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,ffec3fe7-1925-4ada-8d1b-6854b864da35,Optometry Department,,,,,,,,,,
Optometry,danielle.r.love@usace.army.mil,2014-01-03T06:06:24,Occupancy Zone,1C05,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,ffec3fe7-1925-4ada-8d1b-6854b864da35,Optometry Department,,,,,,,,,,
Optometry,danielle.r.love@usace.army.mil,2014-01-03T06:06:24,Occupancy Zone,1C07,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,ffec3fe7-1925-4ada-8d1b-6854b864da35,Optometry Department,,,,,,,,,,
Optometry,danielle.r.love@usace.army.mil,2014-01-03T06:06:24,Occupancy Zone,1C08,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,ffec3fe7-1925-4ada-8d1b-6854b864da35,Optometry Department,,,,,,,,,,
Optometry,danielle.r.love@usace.army.mil,2014-01-03T06:06:24,Occupancy Zone,1C09,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,ffec3fe7-1925-4ada-8d1b-6854b864da35,Optometry Department,,,,,,,,,,
Optometry,danielle.r.love@usace.army.mil,2014-01-03T06:06:24,Occupancy Zone,1C10,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,ffec3fe7-1925-4ada-8d1b-6854b864da35,Optometry Department,,,,,,,,,,
Pathology,danielle.r.love@usace.army.mil,2014-01-03T06:06:47,Occupancy Zone,1B01,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,13aa894f-c180-424c-ba0a-fdb23bf302ce,Pathology Department,,,,,,,,,,
Pathology,danielle.r.love@usace.army.mil,2014-01-03T06:06:47,Occupancy Zone,1B02,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,13aa894f-c180-424c-ba0a-fdb23bf302ce,Pathology Department,,,,,,,,,,
Pathology,danielle.r.love@usace.army.mil,2014-01-03T06:06:47,Occupancy Zone,1B03,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,13aa894f-c180-424c-ba0a-fdb23bf302ce,Pathology Department,,,,,,,,,,
Pathology,danielle.r.love@usace.army.mil,2014-01-03T06:06:47,Occupancy Zone,1B04,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,13aa894f-c180-424c-ba0a-fdb23bf302ce,Pathology Department,,,,,,,,,,
Pathology,danielle.r.love@usace.army.mil,2014-01-03T06:06:47,Occupancy Zone,1B05,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,13aa894f-c180-424c-ba0a-fdb23bf302ce,Pathology Department,,,,,,,,,,
Pathology,danielle.r.love@usace.army.mil,2014-01-03T06:06:47,Occupancy Zone,1B06,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,13aa894f-c180-424c-ba0a-fdb23bf302ce,Pathology Department,,,,,,,,,,
Pathology,danielle.r.love@usace.army.mil,2014-01-03T06:06:47,Occupancy Zone,1B07,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,13aa894f-c180-424c-ba0a-fdb23bf302ce,Pathology Department,,,,,,,,,,
Pathology,danielle.r.love@usace.army.mil,2014-01-03T06:06:47,Occupancy Zone,1B08,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,13aa894f-c180-424c-ba0a-fdb23bf302ce,Pathology Department,,,,,,,,,,
Pathology,danielle.r.love@usace.army.mil,2014-01-03T06:06:47,Occupancy Zone,1B09,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,13aa894f-c180-424c-ba0a-fdb23bf302ce,Pathology Department,,,,,,,,,,
Pathology,danielle.r.love@usace.army.mil,2014-01-03T06:06:47,Occupancy Zone,1B10,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,13aa894f-c180-424c-ba0a-fdb23bf302ce,Pathology Department,,,,,,,,,,
Pathology,danielle.r.love@usace.army.mil,2014-01-03T06:06:47,Occupancy Zone,1B11,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,13aa894f-c180-424c-ba0a-fdb23bf302ce,Pathology Department,,,,,,,,,,
Pediatrics,danielle.r.love@usace.army.mil,2014-01-03T06:07:18,Occupancy Zone,1E11,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4f2e633a-993b-405e-82b8-aaf58aef94d6,Pediatric Department,,,,,,,,,,
Pediatrics,danielle.r.love@usace.army.mil,2014-01-03T06:07:18,Occupancy Zone,1E12,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4f2e633a-993b-405e-82b8-aaf58aef94d6,Pediatric Department,,,,,,,,,,
Pediatrics,danielle.r.love@usace.army.mil,2014-01-03T06:07:18,Occupancy Zone,1E33,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4f2e633a-993b-405e-82b8-aaf58aef94d6,Pediatric Department,,,,,,,,,,
Pediatrics,danielle.r.love@usace.army.mil,2014-01-03T06:07:18,Occupancy Zone,1D25,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4f2e633a-993b-405e-82b8-aaf58aef94d6,Pediatric Department,,,,,,,,,,
Pediatrics,danielle.r.love@usace.army.mil,2014-01-03T06:07:18,Occupancy Zone,1D26,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4f2e633a-993b-405e-82b8-aaf58aef94d6,Pediatric Department,,,,,,,,,,
Pediatrics,danielle.r.love@usace.army.mil,2014-01-03T06:07:18,Occupancy Zone,1D28,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4f2e633a-993b-405e-82b8-aaf58aef94d6,Pediatric Department,,,,,,,,,,
Pediatrics,danielle.r.love@usace.army.mil,2014-01-03T06:07:18,Occupancy Zone,1D31,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4f2e633a-993b-405e-82b8-aaf58aef94d6,Pediatric Department,,,,,,,,,,
Pediatrics,danielle.r.love@usace.army.mil,2014-01-03T06:07:18,Occupancy Zone,1D32,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4f2e633a-993b-405e-82b8-aaf58aef94d6,Pediatric Department,,,,,,,,,,
Pediatrics,danielle.r.love@usace.army.mil,2014-01-03T06:07:18,Occupancy Zone,1D33,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4f2e633a-993b-405e-82b8-aaf58aef94d6,Pediatric Department,,,,,,,,,,
Pediatrics,danielle.r.love@usace.army.mil,2014-01-03T06:07:18,Occupancy Zone,1D34,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4f2e633a-993b-405e-82b8-aaf58aef94d6,Pediatric Department,,,,,,,,,,
Pediatrics,danielle.r.love@usace.army.mil,2014-01-03T06:07:18,Occupancy Zone,1D35,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4f2e633a-993b-405e-82b8-aaf58aef94d6,Pediatric Department,,,,,,,,,,
Pediatrics,danielle.r.love@usace.army.mil,2014-01-03T06:07:18,Occupancy Zone,1D36,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4f2e633a-993b-405e-82b8-aaf58aef94d6,Pediatric Department,,,,,,,,,,
Pediatrics,danielle.r.love@usace.army.mil,2014-01-03T06:07:18,Occupancy Zone,1D38,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,4f2e633a-993b-405e-82b8-aaf58aef94d6,Pediatric Department,,,,,,,,,,
Pharmacy,danielle.r.love@usace.army.mil,2014-01-03T06:07:42,Occupancy Zone,1A08,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,78a35709-e603-493b-909d-57116985fb1e,Pharmacy Department,,,,,,,,,,
Pharmacy,danielle.r.love@usace.army.mil,2014-01-03T06:07:42,Occupancy Zone,1A09,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,78a35709-e603-493b-909d-57116985fb1e,Pharmacy Department,,,,,,,,,,
Pharmacy,danielle.r.love@usace.army.mil,2014-01-03T06:07:42,Occupancy Zone,1A10,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,78a35709-e603-493b-909d-57116985fb1e,Pharmacy Department,,,,,,,,,,
Pharmacy,danielle.r.love@usace.army.mil,2014-01-03T06:07:42,Occupancy Zone,1A12,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,78a35709-e603-493b-909d-57116985fb1e,Pharmacy Department,,,,,,,,,,
Pharmacy,danielle.r.love@usace.army.mil,2014-01-03T06:07:42,Occupancy Zone,1A13,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,78a35709-e603-493b-909d-57116985fb1e,Pharmacy Department,,,,,,,,,,
Pharmacy,danielle.r.love@usace.army.mil,2014-01-03T06:07:42,Occupancy Zone,1A14,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,78a35709-e603-493b-909d-57116985fb1e,Pharmacy Department,,,,,,,,,,
Pharmacy,danielle.r.love@usace.army.mil,2014-01-03T06:07:42,Occupancy Zone,1A15,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,78a35709-e603-493b-909d-57116985fb1e,Pharmacy Department,,,,,,,,,,
Pharmacy,danielle.r.love@usace.army.mil,2014-01-03T06:07:42,Occupancy Zone,1A16,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,78a35709-e603-493b-909d-57116985fb1e,Pharmacy Department,,,,,,,,,,
Radiology,danielle.r.love@usace.army.mil,2014-01-03T06:08:02,Occupancy Zone,1B13,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,f833b022-d26e-4c8b-81e2-0684b3ffed4f,Radiology Department,,,,,,,,,,
Radiology,danielle.r.love@usace.army.mil,2014-01-03T06:08:02,Occupancy Zone,1B15,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,f833b022-d26e-4c8b-81e2-0684b3ffed4f,Radiology Department,,,,,,,,,,
Radiology,danielle.r.love@usace.army.mil,2014-01-03T06:08:02,Occupancy Zone,1B17,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,f833b022-d26e-4c8b-81e2-0684b3ffed4f,Radiology Department,,,,,,,,,,
Radiology,danielle.r.love@usace.army.mil,2014-01-03T06:08:02,Occupancy Zone,1B19,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,f833b022-d26e-4c8b-81e2-0684b3ffed4f,Radiology Department,,,,,,,,,,
Records,danielle.r.love@usace.army.mil,2014-01-03T06:08:21,Occupancy Zone,1D19,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5e1215d3-fa1a-4017-bf69-b3745ee537ed,Records Area,,,,,,,,,,
Records,danielle.r.love@usace.army.mil,2014-01-03T06:08:21,Occupancy Zone,1D20,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5e1215d3-fa1a-4017-bf69-b3745ee537ed,Records Area,,,,,,,,,,
Records,danielle.r.love@usace.army.mil,2014-01-03T06:08:21,Occupancy Zone,1D21,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5e1215d3-fa1a-4017-bf69-b3745ee537ed,Records Area,,,,,,,,,,
Records,danielle.r.love@usace.army.mil,2014-01-03T06:08:21,Occupancy Zone,1D22,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5e1215d3-fa1a-4017-bf69-b3745ee537ed,Records Area,,,,,,,,,,
Records,danielle.r.love@usace.army.mil,2014-01-03T06:08:21,Occupancy Zone,1D23,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5e1215d3-fa1a-4017-bf69-b3745ee537ed,Records Area,,,,,,,,,,
Records,danielle.r.love@usace.army.mil,2014-01-03T06:08:21,Occupancy Zone,1D24,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5e1215d3-fa1a-4017-bf69-b3745ee537ed,Records Area,,,,,,,,,,
Records,danielle.r.love@usace.army.mil,2014-01-03T06:08:21,Occupancy Zone,1D27,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5e1215d3-fa1a-4017-bf69-b3745ee537ed,Records Area,,,,,,,,,,
Records,danielle.r.love@usace.army.mil,2014-01-03T06:08:21,Occupancy Zone,2B14,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,5e1215d3-fa1a-4017-bf69-b3745ee537ed,Records Area,,,,,,,,,,
AdultMedicine,danielle.r.love@usace.army.mil,2014-01-03T06:56:58,Occupancy Zone,1D02,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,42d0ad5b-ff02-4c29-9c77-744a95cf63d6,Adult Medicine Department,,,,,,,,,,
AdultMedicine,danielle.r.love@usace.army.mil,2014-01-03T06:56:58,Occupancy Zone,1D04,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,42d0ad5b-ff02-4c29-9c77-744a95cf63d6,Adult Medicine Department,,,,,,,,,,
AdultMedicine,danielle.r.love@usace.army.mil,2014-01-03T06:56:58,Occupancy Zone,1D05,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,42d0ad5b-ff02-4c29-9c77-744a95cf63d6,Adult Medicine Department,,,,,,,,,,
AdultMedicine,danielle.r.love@usace.army.mil,2014-01-03T06:56:58,Occupancy Zone,1D06,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,42d0ad5b-ff02-4c29-9c77-744a95cf63d6,Adult Medicine Department,,,,,,,,,,
AdultMedicine,danielle.r.love@usace.army.mil,2014-01-03T06:56:58,Occupancy Zone,1D07,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,42d0ad5b-ff02-4c29-9c77-744a95cf63d6,Adult Medicine Department,,,,,,,,,,
AdultMedicine,danielle.r.love@usace.army.mil,2014-01-03T06:56:58,Occupancy Zone,1D08,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,42d0ad5b-ff02-4c29-9c77-744a95cf63d6,Adult Medicine Department,,,,,,,,,,
AdultMedicine,danielle.r.love@usace.army.mil,2014-01-03T06:56:58,Occupancy Zone,1D09,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,42d0ad5b-ff02-4c29-9c77-744a95cf63d6,Adult Medicine Department,,,,,,,,,,
AdultMedicine,danielle.r.love@usace.army.mil,2014-01-03T06:56:58,Occupancy Zone,1D10,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,42d0ad5b-ff02-4c29-9c77-744a95cf63d6,Adult Medicine Department,,,,,,,,,,
AdultMedicine,danielle.r.love@usace.army.mil,2014-01-03T06:56:58,Occupancy Zone,1D11,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,42d0ad5b-ff02-4c29-9c77-744a95cf63d6,Adult Medicine Department,,,,,,,,,,
AdultMedicine,danielle.r.love@usace.army.mil,2014-01-03T06:56:58,Occupancy Zone,1D12,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,42d0ad5b-ff02-4c29-9c77-744a95cf63d6,Adult Medicine Department,,,,,,,,,,
AdultMedicine,danielle.r.love@usace.army.mil,2014-01-03T06:56:58,Occupancy Zone,1D13,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,42d0ad5b-ff02-4c29-9c77-744a95cf63d6,Adult Medicine Department,,,,,,,,,,
AdultMedicine,danielle.r.love@usace.army.mil,2014-01-03T06:56:58,Occupancy Zone,1D14,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,42d0ad5b-ff02-4c29-9c77-744a95cf63d6,Adult Medicine Department,,,,,,,,,,
AdultMedicine,danielle.r.love@usace.army.mil,2014-01-03T06:56:58,Occupancy Zone,1D15,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,42d0ad5b-ff02-4c29-9c77-744a95cf63d6,Adult Medicine Department,,,,,,,,,,
AdultMedicine,danielle.r.love@usace.army.mil,2014-01-03T06:56:58,Occupancy Zone,1D16,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,42d0ad5b-ff02-4c29-9c77-744a95cf63d6,Adult Medicine Department,,,,,,,,,,
AdultMedicine,danielle.r.love@usace.army.mil,2014-01-03T06:56:58,Occupancy Zone,1D18,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,42d0ad5b-ff02-4c29-9c77-744a95cf63d6,Adult Medicine Department,,,,,,,,,,
AdultMedicine,danielle.r.love@usace.army.mil,2014-01-03T06:56:58,Occupancy Zone,1D30,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,42d0ad5b-ff02-4c29-9c77-744a95cf63d6,Adult Medicine Department,,,,,,,,,,
AdultMedicine,danielle.r.love@usace.army.mil,2014-01-03T06:56:58,Occupancy Zone,1D40,"Autodesk Revit 2014, Build: 20131024_2115(x64)",RDES.Revit.COBie.COBieExtension.ZoneManager.ZoneData,42d0ad5b-ff02-4c29-9c77-744a95cf63d6,Adult Medicine Department,,,,,,,,,,
