Name,CreatedBy,CreatedOn,Category,FloorName,Description,ExtSystem,ExtObject,ExtIdentifier,RoomTag,UsableHeight,GrossArea,NetArea,,,,,,
2A06,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,Second Floor,OH DTR #2,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063a50,n/a,2.6,12.0879,12.0879,,,,,,
2A07,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,Second Floor,OH DTR #3,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063a53,n/a,2.6,12.0034,12.0034,,,,,,
2A08,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,Second Floor,GEN. DENT. DTR #4,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063a56,n/a,2.6,11.7457,11.7457,,,,,,
2A09,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,Second Floor,GEN. DENT. DTR #5,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063a59,n/a,2.6,11.3064,11.3064,,,,,,
2A10,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-51 31 11: Waiting Room,Second Floor,DENTAL WAITING,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063a5c,n/a,2.4,7.8569,7.8569,,,,,,
2A11,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-51 31 11: Waiting Room,Second Floor,DENTAL WAITING,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063a5f,n/a,2.4,33.4834,33.4834,,,,,,
2A12,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 31: Scanning/Imaging Room,Second Floor,X-RAY,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063a62,n/a,2.6,11.2172,11.2172,,,,,,
2A13,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 31: Scanning/Imaging Room,Second Floor,DEVELOPING,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063a65,n/a,2.4,7.5623,7.5623,,,,,,
2A12A,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 31: Scanning/Imaging Room,Second Floor,X-RAY ALCOVE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063a68,n/a,2.6,2.287,2.287,,,,,,
2A14,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,ADMIN,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,3857118b-739e-4e2c-8baa-32bb38b34e37-00063ab1,n/a,2.4,32.8384,32.8384,,,,,,
2C01,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,DTR SUPPORT,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063ac1,n/a,2.6,8.725,8.725,,,,,,
2C02,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,Second Floor,GEN. DENT. DTR #6,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063ac8,n/a,2.6,12.0034,12.0034,,,,,,
2C03,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,Second Floor,CONSULT.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063acb,n/a,2.4,33.4926,33.4926,,,,,,
2C04,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,Second Floor,GEN. DENT. DTR #7,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063ace,n/a,2.6,11.1795,11.1795,,,,,,
2C05,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,Second Floor,JAN. CL.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063ad1,n/a,2.4,3.6925,3.6925,,,,,,
2C06,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,Second Floor,GEN. DENT. DTR #8,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063ad4,n/a,2.6,12.0034,12.0034,,,,,,
2C07,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 11 14 21: Restroom,Second Floor,M. STAFF Locker/TOILET,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063ad7,n/a,2.4,18.2427,18.2427,,,,,,
2C08,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 11 14 21: Restroom,Second Floor,W. STAFF Locker/TOILET,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063ada,n/a,2.4,15.7322,15.7322,,,,,,
2C09,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,Second Floor,GEN. DENT. DTR #9,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063add,n/a,2.6,11.3638,11.3638,,,,,,
2C10,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,Second Floor,DIPC DECON,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063ae0,n/a,2.6,11.0309,11.0309,,,,,,
2C11,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,Second Floor,HK,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063ae3,n/a,2.4,5.0922,5.0922,,,,,,
2C12,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,Second Floor,DIPC CLEAN,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063ae6,n/a,2.6,14.3677,14.3677,,,,,,
2C13,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 41 14: Soiled Storage Room Space,Second Floor,TRASH,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063ae9,n/a,2.4,5.5395,5.5395,,,,,,
2C14,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 41 99: Other Healing Spaces,Second Floor,GEN. DENT. DTR #10,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063aec,n/a,2.6,12.0102,12.0102,,,,,,
2C15,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,COMM. ROOM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063aef,n/a,4.7,9.58,9.58,,,,,,
2C16,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 24 11: Laboratory,Second Floor,CERAMIC LAB,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063af2,n/a,2.7,11.155,11.155,,,,,,
2C17,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 24 11: Laboratory,Second Floor,PROSTH. LAB,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063af5,n/a,2.7,30.5599,30.5599,,,,,,
2C18,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 21 21: Electrical Room,Second Floor,ELECTRICAL,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063af8,n/a,4.7,9.84,9.84,,,,,,
2C19,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,Second Floor,CENTRAL ISSUE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063afb,n/a,2.7,21.0386,21.0386,,,,,,
2C22,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-51 11 21: Break Room,Second Floor,LOUNGE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063afe,n/a,2.4,11.1646,11.1646,,,,,,
2C23,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 11 14 21: Restroom,Second Floor,M. TOILET,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063b05,n/a,2.4,8.6588,8.6588,,,,,,
2C24,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 11 14 21: Restroom,Second Floor,W. TOILET,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063b08,n/a,2.4,9.22,9.22,,,,,,
2CC1,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063e94,n/a,2.4,18.813,18.813,,,,,,
2CC3,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063e97,n/a,2.4,17.2506,17.2506,,,,,,
2CC4,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063e9a,n/a,2.4,10.846,10.846,,,,,,
2CC2,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063eee,n/a,2.4,13.3735,13.3735,,,,,,
2D01,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,Second Floor,PARTS STORAGE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063efb,n/a,2.4,8.9242,8.9242,,,,,,
2D02,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,Second Floor,DATA / ARCHIVE STORAGE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f02,n/a,2.4,9.9227,9.9227,,,,,,
2D03,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,DIR. INFO MGR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f05,n/a,2.4,9.4116,9.4116,,,,,,
2D04,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,SYS. ANALYST,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f08,n/a,2.4,20.7007,20.7007,,,,,,
2D05,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 21 17: Mechanical Room,Second Floor,MAIN MECHANICAL ROOM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f0b,n/a,4.7,231.1137,231.1137,,,,,,
2D06,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 27: Copy Room,Second Floor,COPY / FILE/ Mail Box Area,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f0e,n/a,2.4,11.9777,11.9777,,,,,,
2D07,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,SUPER,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f11,n/a,2.4,9.2154,9.2154,,,,,,
2D08,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,QA / HRD DIRECTOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f14,n/a,2.4,8.984,8.984,,,,,,
2D09,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,ADMIN OFFICE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f17,n/a,2.4,14.3932,14.3932,,,,,,
2D10,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-51 31 11: Waiting Room,Second Floor,SEC. WAIT,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f1a,n/a,2.4,16.632,16.632,,,,,,
2D11,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,CMDR OFFICE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f1d,n/a,2.4,15.8554,15.8554,,,,,,
2D12,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 31 11: Entry Vestibule,Second Floor,VEST.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f20,n/a,2.4,2.7968,2.7968,,,,,,
2D13,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 11 14 21: Restroom,Second Floor,TOILET,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f24,n/a,2.4,4.7437,4.7437,,,,,,
2D14,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,OPS SQUAD CMDR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f27,n/a,2.4,13.6001,13.6001,,,,,,
2D15,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,1ST SGT,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f2a,n/a,2.4,10.8297,10.8297,,,,,,
2D16,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,RMO DIR.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f2d,n/a,2.4,9.7505,9.7505,,,,,,
2D17,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,CREDENTIALS MGR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f30,n/a,2.4,9.6454,9.6454,,,,,,
2D18,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,TECH OFFICE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f33,n/a,2.7,84.8029,84.8029,,,,,,
2D19,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,READINESS NCOIC OFFICE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f36,n/a,2.4,10.9078,10.9078,,,,,,
2D20,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-11 21 17: Conference Room,Second Floor,CONF. ROOM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f39,n/a,2.74,30.712,30.712,,,,,,
2D04A,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,COMPUTER ROOM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00063f9c,n/a,2.4,33.5478,33.5478,,,,,,
2DC1,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00064174,n/a,2.4,21.5518,21.5518,,,,,,
2DC2,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-0006417b,n/a,2.4,30.1132,30.1132,,,,,,
2BC1,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-0006417e,n/a,2.4,12.8241,12.8241,,,,,,
2BC2,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00064185,n/a,2.4,29.512,29.512,,,,,,
2BC3,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00064188,n/a,2.4,26.8,26.8,,,,,,
2BC4,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-0006418b,n/a,2.4,12.4825,12.4825,,,,,,
2BC5,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-0006418e,n/a,2.4,22.7376,22.7376,,,,,,
2BC6,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-85 11 11: Corridor,Second Floor,CORRIDOR,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00064191,n/a,2.4,8.5751,8.5751,,,,,,
2B01,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,OFFICE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-00064197,n/a,2.4,9.363,9.363,,,,,,
2B02,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,Second Floor,JAN. CL.,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-0006419e,n/a,2.4,2.2001,2.2001,,,,,,
2B03,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-11 21 17: Conference Room,Second Floor,CONF. / GROUP THERAPY,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641a1,n/a,2.7,24.5482,24.5482,,,,,,
2B04,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,PSYCH TEST,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641a4,n/a,2.4,9.8406,9.8406,,,,,,
2B05,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 11 14 21: Restroom,Second Floor,W. TOILET,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641a7,n/a,2.4,4.7308,4.7308,,,,,,
2B06,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-41 11 14 21: Restroom,Second Floor,STAFF TOILET,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641aa,n/a,2.4,5.6535,5.6535,,,,,,
2B07,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,TECH OFFICE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641ad,n/a,2.4,9.9308,9.9308,,,,,,
2B08,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,OFFICE / EXAM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641b0,n/a,2.4,12.6405,12.6405,,,,,,
2B09,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,TECH OFFICE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641b3,n/a,2.4,9.94,9.94,,,,,,
2B10,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-11 11 31: Reception Space,Second Floor,RECEPTION,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641b6,n/a,2.4,15.1738,15.1738,,,,,,
2B11,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-51 31 11: Waiting Room,Second Floor,WAITING,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641b9,n/a,2.4,10.1069,10.1069,,,,,,
2B12,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,COMM. ROOM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641bc,n/a,4.7,9.9248,9.9248,,,,,,
2B13,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-81 21 21: Electrical Room,Second Floor,ELECTRICAL,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641bf,n/a,4.7,9.6859,9.6859,,,,,,
2B14,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-75 11 11: Storage Room,Second Floor,RECS / FORMS STORAGE,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641c2,n/a,2.4,10.5466,10.5466,,,,,,
2B15,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-51 31 11: Waiting Room,Second Floor,WAIT / ERGOM,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641c5,n/a,2.4,9.1176,9.1176,,,,,,
2B16,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-15 11 34 11: Office,Second Floor,PH TECH,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641c8,n/a,2.4,9.5163,9.5163,,,,,,
2B17,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,13-11 19 11 11: Kitchen,Second Floor,CL. UTL. / KITCHENET,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.Architecture.Room,0cbd931e-307b-4c69-bc6d-067af8cb2779-000641cb,n/a,2.4,8.9967,8.9967,,,,,,
