Name,CreatedBy,CreatedOn,Category,Description,AssetType,Manufacturer,ModelNumber,WarrantyGuarantorParts,WarrantyDurationParts,WarrantyGuarantorLabor,WarrantyDurationLabor,WarrantyDurationUnit,ExtSystem,ExtObject,ExtIdentifier,ReplacementCost,ExpectedLife,DurationUnit,WarrantyDescription,NominalLength,NominalWidth,NominalHeight,ModelReference,Shape,Size,Color,Finish,Grade,Material,Constituents,Features,AccessibilityPerformance,CodePerformance,SustainabilityPerformance,Area,Length,
Light Fixture C18,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,"23-80 70 11 11: General Luminaries, Non Directional",600mm X 4100mm Flourescent Troffer with 85 Color Rendering Lamps,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,f44fd959-a3d1-4daa-ac1f-485561cda909-000e064d,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture C18B,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,"23-80 70 11 11: General Luminaries, Non Directional",600mm X 4100mm Flourescent Troffer with 85 Color Rendering Lamps and Emergency Battery Pack,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,f44fd959-a3d1-4daa-ac1f-485561cda909-000e064f,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture C1B,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,"23-80 70 11 11: General Luminaries, Non Directional",600mm X 4100mm Flourescent Troffer with Emergency Battery Pack,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,f44fd959-a3d1-4daa-ac1f-485561cda909-000e0651,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture C1D,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,"23-80 70 11 11: General Luminaries, Non Directional",600mm X 4100mm Flourescent Troffer with Dimming Ballast,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,f44fd959-a3d1-4daa-ac1f-485561cda909-000e0653,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture D18,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,"23-80 70 11 11: General Luminaries, Non Directional",610mm X 4100mm Recesses Troffer,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,f44fd959-a3d1-4daa-ac1f-485561cda909-000e0655,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture E2,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,"23-80 70 11 11: General Luminaries, Non Directional",610mm Surface Mounted Down Light,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7ce29219-0fc5-4ad4-8349-ed0cc10bbcae-000e0657,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture M400,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-80 70 11 14 11: Downlights,Surface Mounted Metal Halide,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7ce29219-0fc5-4ad4-8349-ed0cc10bbcae-000e0659,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture Q1,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,"23-80 70 11 11: General Luminaries, Non Directional",4100mm Single Lamp Strip with Wire Guard,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7ce29219-0fc5-4ad4-8349-ed0cc10bbcae-000e065b,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture Y2,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-80 70 11 17: Specialized Lighting by Location or Use,Ceiling Mounted Darkroom Safe Fixture,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7ce29219-0fc5-4ad4-8349-ed0cc10bbcae-000e065d,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture A2,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-80 70 11 14 11: Downlights,610mm X 1219mm Recessed Troffer,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7ce29219-0fc5-4ad4-8349-ed0cc10bbcae-000e065f,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture A28,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-80 70 11 14 11: Downlights,600mm X 4100mm Flourescent Troffer,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7ce29219-0fc5-4ad4-8349-ed0cc10bbcae-000e0661,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture A2B,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-80 70 11 14 11: Downlights,610mm X 1219mm Recessed Troffer with Emergency Battery Pack,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7ce29219-0fc5-4ad4-8349-ed0cc10bbcae-000e0663,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture B1,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-80 70 11 14 11: Downlights,"0600x4100mm Troffer with 32 Cell, 78mm Deep",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7ce29219-0fc5-4ad4-8349-ed0cc10bbcae-000e0665,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture B18,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-80 70 11 14 11: Downlights,"0600x4100mm Troffer with 32 Cell, 78mm Deep with 85 Color Rendering Lamps",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7ce29219-0fc5-4ad4-8349-ed0cc10bbcae-000e0667,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture B1B,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-80 70 11 14 11: Downlights,"0600x4100mm Troffer with 32 Cell, 78mm Deep with Emergency Battery Pack",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7ce29219-0fc5-4ad4-8349-ed0cc10bbcae-000e0669,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture B1D,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-80 70 11 14 11: Downlights,"0600x4100mm Troffer with 32 Cell, 78mm Deep with Dimming Ballast",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7ce29219-0fc5-4ad4-8349-ed0cc10bbcae-000e066b,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture B3B,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-80 70 11 14 11: Downlights,600mm X 600mm Fluorescent Troffer (U Shaped) with Emergency Battery Pack,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7ce29219-0fc5-4ad4-8349-ed0cc10bbcae-000e066d,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture B3D,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-80 70 11 14 11: Downlights,600mm X 600mm Fluorescent Troffer (U Shaped) with Dimming Ballast,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7ce29219-0fc5-4ad4-8349-ed0cc10bbcae-000e066f,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Light Fixture B3BD,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-80 70 11 14 11: Downlights,600mm X 600mm Fluorescent Troffer (U Shaped) with Dimming Ballast and Emergency Battery Pack,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7ce29219-0fc5-4ad4-8349-ed0cc10bbcae-000e0671,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Pump- Hot Water,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-60 30 21: Pumps,"Line Mounted, Centrifugal, Constant Valume",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c89f0,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
VAV 150 mm,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 70 21 24 14: Variable Volume Air Terminal Units,150 mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c89f5,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
VAV 200 mm,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 70 21 24 14: Variable Volume Air Terminal Units,200 mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c89f7,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
VAV 250 mm,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 70 21 24 14: Variable Volume Air Terminal Units,250 mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c89f9,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
VAV 300 mm,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 70 21 24 14: Variable Volume Air Terminal Units,300 mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c89fb,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
VAV 350 mm,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 70 21 24 14: Variable Volume Air Terminal Units,350 mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c89fd,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
VAV 400 mm,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 70 21 24 14: Variable Volume Air Terminal Units,400 mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c89ff,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Fan- Roof Mounted Type 1,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 35 17 27: Centrifugal Fans,"Centrifugal Roof Mounted, Motorized Damper, Prefabricated Curb",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a01,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Water Heater,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-65 35 11 11: Storage Water Heaters,380 L,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a06,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
AHU,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 35 14 17: Modular Indoor Air Handling Units,63300000 J,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a1a,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
M_Roof Drain_380 mm Strainer - 25 mm Drain,bill.east@us.army.mil,2013-12-30T08:58:12,23-13 41 39: Roof Drains,M_Roof Drain: 380 mm Strainer - 25 mm Drain,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a5c,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Air Cooled Chiller,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 10 24 21 21 21: Rotary-Screw Water Chillers,633-703 kW,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a7a,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
M_Roof Drain_380 mm Strainer - 150 mm Drain,bill.east@us.army.mil,2013-12-30T08:58:12,23-13 41 39: Roof Drains,M_Roof Drain: 380 mm Strainer - 150 mm Drain,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a8a,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
M_Roof Drain_380 mm Strainer - 100 mm Drain,bill.east@us.army.mil,2013-12-30T08:58:12,23-13 41 39: Roof Drains,M_Roof Drain: 380 mm Strainer - 100 mm Drain,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c8a8c,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Pump- Cold Water,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-60 30 21: Pumps,"Line Mounted, Centrifugal, Constant Valume",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,ade241a3-b020-46fc-a2f0-c0e0a218777c-000d7a42,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Air Compressor - Dental,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:12,23-65 55 11 11: Gas Compressors/Vacuum Pumps,Duplex Packaged Assembly with Dryer,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,e76c10bd-746e-443b-bec4-a08844397247-000d84eb,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Expansion Tank,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,"23-15 30 27 11: Tanks, Reservoirs","Vertical, Captive Air, Bladder Type",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,a180aea9-fffc-487f-a681-d408eb13d726-000d8858,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Fan- Sidewall Type 1,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 35 17: Fans,"Wall Mounted, Propeller, Supply Fan, with Wall Housing and Motor Operated Damper",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,9f3c6f1c-5cbc-45ac-b3b0-73d0fc6123ae-000d8cc9,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Fan- Sidewall Type 2,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 35 17: Fans,"Wall Mounted, Propeller, Exhaust Fan, with Wall Housing and Motor Operated Damper",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,9f3c6f1c-5cbc-45ac-b3b0-73d0fc6123ae-000d8ccb,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Fan- Sidewall Type 3,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 35 17: Fans,"Wall Mounted, Propeller, Exhaust Fan, with Wall Housing and Motor Operated Damper",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,9f3c6f1c-5cbc-45ac-b3b0-73d0fc6123ae-000d8ccd,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Equip-D7090,bill.east@us.army.mil,2013-12-30T08:58:12,23-40 70 11 14 11: Medical Equipment,Floor Mounted Utility Center,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,7681a401-b868-457a-8161-7fb01dd98a9a-000dd00d,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
VAV 175 mm,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 70 21 24 14: Variable Volume Air Terminal Units,175 mm,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,f80a5772-bce2-4596-8a62-5f137a608408-000dda4c,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Boiler,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 10 11 14: Hot Water Heat Generators,"Induced Heat Draft, Natural Gas Fired, Copper Tube, Hot Water Boiler",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,f99e071f-a5c8-4f72-b55c-305ae10334b1-000df578,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
AC Unit Type 1,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 10 24 21 27: Unitary Air Conditioning Equipment,Horiz. D.X. Fan Coil,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,e9bda44f-5804-4413-bbc3-670901aa5ac2-000dfb7b,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
AC Unit Type 2,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 10 24 21 27: Unitary Air Conditioning Equipment,Horiz. D.X. Fan Coil,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,e9bda44f-5804-4413-bbc3-670901aa5ac2-000dfb7d,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Air Cooled Condensing Unit- Small,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 10 24 21: Cooling and Freeze Components,2500 Watt Capacity,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,b21af641-891b-486d-b9fd-aac36e4bb9b1-000dfed4,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Air Cooled Condensing Unit- Large,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 10 24 21: Cooling and Freeze Components,3500 Watt Capacity,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,b21af641-891b-486d-b9fd-aac36e4bb9b1-000dfed6,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Fan- In Line Type 1,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 35 17 27: Centrifugal Fans,"Centrifugal In Line, Class I Construction",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,66aac788-31b4-4056-932a-5bd71163e780-000e02e5,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Fan- In Line Type 2,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 35 17 27: Centrifugal Fans,"Centrifugal In Line, Class I Construction",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,66aac788-31b4-4056-932a-5bd71163e780-000e02f9,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Fan- In Line Type 3,danielle.r.love@usace.army.mil,2013-12-30T08:58:12,23-75 35 17 27: Centrifugal Fans,"Centrifugal In Line, Class I Construction",Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,66aac788-31b4-4056-932a-5bd71163e780-000e02fb,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
