Name,CreatedBy,CreatedOn,Category,SheetName,RowName,CoordinateXAxis,CoordinateYAxis,CoordinateZAxis,ExtSystem,ExtObject,ExtIdentifier,ClockwiseRotation,ElevationalRotation,YawRotation,,,,
170_860072_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,170_860072,-22.55156,148.63653,10.10499,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
170_860072_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,170_860072,-21.93837,149.34519,10.56102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
171_860076_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,171_860076,-23.06349,148.58841,9.94094,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
171_860076_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,171_860076,-22.4503,149.29707,10.39698,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
172_860092_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,172_860092,-117.17669,122.34401,9.94094,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
172_860092_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,172_860092,-116.46803,122.9572,10.39698,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
175_865718_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,175_865718,-142.56422,124.42997,9.90157,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
175_865718_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,175_865718,-141.79158,125.02282,10.57349,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
176_865719_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,176_865719,-142.98262,122.26372,10.22966,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
176_865719_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:58,Box-upperright,Component,176_865719,-142.20998,122.93563,10.82251,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
BP01_865721_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,BP01_865721,-142.75615,124.16436,10.49787,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
BP01_865721_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:57:58,Box-upperright,Component,BP01_865721,-141.74565,124.58102,10.86326,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
179_865729_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,179_865729,-169.86385,59.15575,-1.5748,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
179_865729_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:57:58,Box-upperright,Component,179_865729,-168.9042,60.01927,-0.66273,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
180_865731_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,180_865731,-169.94423,40.50262,9.39961,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
180_865731_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:57:58,Box-upperright,Component,180_865731,-168.63681,41.6286,10.76772,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
AS-1_890194_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:57:58,Box-lowerleft,Component,AS-1_890194,-157.61702,53.57546,0.71834,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
AS-1_890194_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:57:58,Box-upperright,Component,AS-1_890194,-155.8989,55.90879,4.55167,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10052_863145_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10052_863145,-155.97273,40.95886,9.5381,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10052_863145_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10052_863145,-155.44148,41.49011,10.04852,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10053_863147_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10053_863147,-155.9519,38.02694,9.5381,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10053_863147_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10053_863147,-155.42065,38.55819,10.04852,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10057_863149_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10057_863149,-75.26407,38.02694,9.5381,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10057_863149_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10057_863149,-74.73282,38.55819,10.04852,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10058_863151_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10058_863151,-75.24324,46.53629,9.5381,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10058_863151_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10058_863151,-74.71199,47.06754,10.04852,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10065_863153_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10065_863153,-53.28244,46.55712,9.5381,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10065_863153_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10065_863153,-52.75119,47.06754,10.06935,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10081_863154_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10081_863154,-60.86118,46.55712,9.5381,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10081_863154_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10081_863154,-60.26743,47.1092,10.04852,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10096_863159_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10096_863159,-141.82395,37.98527,9.5381,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10096_863159_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10096_863159,-141.2302,38.53735,10.04852,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10099_863161_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10099_863161,-141.78228,37.85766,9.5381,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10099_863161_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10099_863161,-141.27186,37.98527,10.04852,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10100_863163_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10100_863163,-77.19476,37.98527,9.5381,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10100_863163_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10100_863163,-76.60101,38.53735,10.04852,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10103_863164_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10103_863164,-77.15309,37.85766,9.5381,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10103_863164_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10103_863164,-76.64268,37.98527,10.04852,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10121_863172_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10121_863172,-77.00726,4.67178,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10121_863172_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10121_863172,-76.78851,4.84887,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10123_863176_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10123_863176,-77.00726,12.88536,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10123_863176_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10123_863176,-76.78851,13.10411,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10124_863179_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10124_863179,-77.00726,26.83475,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10124_863179_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10124_863179,-76.78851,27.0535,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10132_863183_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10132_863183,-107.38283,8.07497,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10132_863183_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10132_863183,-107.16408,8.25205,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10133_863186_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10133_863186,-107.38283,20.31385,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10133_863186_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10133_863186,-107.16408,20.5326,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10134_863188_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10134_863188,-141.63645,28.69572,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10134_863188_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10134_863188,-141.4177,28.91447,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10135_863190_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10135_863190,-141.59478,21.38743,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10135_863190_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10135_863190,-141.4177,21.60618,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10136_863192_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10136_863192,-141.63645,15.49011,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10136_863192_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10136_863192,-141.4177,15.70886,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10137_863195_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10137_863195,-141.63645,5.32464,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10137_863195_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10137_863195,-141.4177,5.54339,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10138_863198_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10138_863198,-3.91515,58.46055,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10138_863198_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10138_863198,-3.73807,58.6793,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10139_863200_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10139_863200,-12.3965,58.46055,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10139_863200_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10139_863200,-12.17775,58.63763,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10141_863203_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10141_863203,-19.99686,58.50222,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10141_863203_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10141_863203,-19.77811,58.6793,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10144_863207_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10144_863207,-40.55327,51.54995,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10144_863207_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10144_863207,-40.39702,51.7062,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10150_863210_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10150_863210,-60.86118,53.77686,9.5381,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10150_863210_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10150_863210,-60.3091,54.37061,10.04852,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10153_863212_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10153_863212,-60.98878,53.81853,9.5381,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10153_863212_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10153_863212,-60.86118,54.32894,10.04852,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10154_863214_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10154_863214,-70.077,54.00603,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10154_863214_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10154_863214,-69.85825,54.18311,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10156_863217_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10156_863217,-60.86118,67.44991,9.5381,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10156_863217_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10156_863217,-60.3091,68.04366,10.04852,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10159_863219_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10159_863219,-60.98878,67.49158,9.5381,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10159_863219_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10159_863219,-60.86118,68.002,10.04852,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10160_863221_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10160_863221,-60.86118,77.52864,9.5381,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10160_863221_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10160_863221,-60.3091,78.12239,10.04852,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10163_863223_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10163_863223,-60.98878,77.57031,9.5381,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10163_863223_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10163_863223,-60.86118,78.08072,10.04852,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10165_863225_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10165_863225,-100.65826,77.73697,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10165_863225_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10165_863225,-100.50201,77.89322,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10166_863227_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10166_863227,-40.59494,58.46055,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10166_863227_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10166_863227,-40.37619,58.6793,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10167_863231_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10167_863231,-42.577,82.4763,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10167_863231_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10167_863231,-42.35825,82.69505,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10168_863234_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10168_863234,-18.28891,82.4763,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10168_863234_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10168_863234,-18.07016,82.69505,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10169_863236_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10169_863236,-35.67907,82.4763,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10169_863236_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10169_863236,-35.46032,82.65338,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10171_863239_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10171_863239,-10.09469,82.51797,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10171_863239_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10171_863239,-9.87594,82.69505,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10172_863242_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10172_863242,-3.89432,82.51797,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10172_863242_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10172_863242,-3.73807,82.67422,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10174_863244_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10174_863244,-72.16178,77.75781,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10174_863244_UpperRightLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-upperright,Component,10174_863244,-71.94303,77.93489,9.86102,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
10176_863247_LowerLeft,bill.east@us.army.mil,2013-12-30T08:57:59,Box-lowerleft,Component,10176_863247,-82.87227,77.75781,9.7256,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
